StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
2195,16,Female,Group A,Inter Education,Low,Low Absent,No,Medium Support,Yes,Yes,Yes,Yes,Medium,Grade D
2196,15,Male,Group C,Inter Education,Low,,No,Medium Support,No,No,No,No,Medium,Grade C
2197,16,Female,Group A,Inter Education,Low,,Yes,Strong Support,Yes,No,No,No,Medium,Grade C
2198,17,Male,Group A,No Education,Medium,,No,3,No,No,No,Yes,Low,Grade D
2199,17,Female,Group D,Master Drgree,Medium,,Yes,Medium Support,No,No,No,No,Low,Grade D
2200,15,Female,Group A,No Education,Low,,No,No Support,No,Yes,No,No,Medium,Grade D
2201,15,Female,Group B,High Education,Low,,No,Strong Support,Yes,No,No,No,Low,Grade D
2202,16,Female,Group B,No Education,Low,,No,Strong Support,No,No,No,No,Medium,Grade C
2203,18,Female,Group A,Inter Education,Medium,,Yes,Medium Support,No,No,No,No,Low,Grade D
2204,16,Female,Group B,Bechelor Degree,Low,,Yes,Strong Support,Yes,Yes,Yes,Yes,Medium,Grade C
2205,15,Male,Group A,Inter Education,Medium,,No,Strong Support,Yes,No,No,No,Medium,Grade C
2206,16,Female,Group B,Bechelor Degree,Low,Low Absent,No,Strong Support,Yes,No,No,No,Medium,Grade D
2207,15,Male,Group A,No Education,Medium,,No,Strong Support,No,No,No,No,Low,Grade D
2208,16,Female,Group B,Inter Education,Medium,,No,3,No,Yes,No,No,Medium,Grade C
2209,15,Female,Group A,Inter Education,Low,,Yes,No Support,No,No,Yes,Yes,Low,Grade D
2210,15,Male,Group B,Inter Education,Low,,No,Medium Support,Yes,No,No,No,Low,Grade D
2211,15,Female,Group A,No Education,Medium,,No,Strong Support,No,No,No,Yes,Low,Grade D
2212,18,Male,Group A,Inter Education,Low,Moderate Absence,Yes,Strong Support,Yes,No,No,Yes,Low,Grade D
2213,16,Male,Group A,Inter Education,Medium,,Yes,Strong Support,No,Yes,No,No,Low,Grade D
2214,16,Female,Group A,Inter Education,Low,,No,3,Yes,Yes,No,No,Low,Grade D
2215,16,Male,Group C,Inter Education,Medium,,No,3,Yes,No,Yes,No,Medium,Grade D
2216,15,Male,Group A,High Education,Low,,No,Medium Support,Yes,No,Yes,No,Medium,Grade D
2217,16,Female,Group D,Inter Education,Medium,,No,3,No,No,No,No,Medium,Grade D
2218,16,Male,Group D,High Education,Medium,,No,Strong Support,No,Yes,No,No,Medium,Grade C
2219,15,Female,Group B,Bechelor Degree,Medium,,Yes,Medium Support,No,No,No,No,High,Grade B
2220,17,Female,Group A,Inter Education,Medium,,Yes,4,No,Yes,No,No,High,Grade A
2221,15,Female,Group A,High Education,Medium,,No,3,No,Yes,No,No,Low,Grade D
2222,16,Female,Group C,Master Drgree,Low,,No,4,Yes,Yes,No,No,Medium,Grade C
2223,15,Male,Group A,Inter Education,Medium,,No,Medium Support,No,Yes,No,No,Low,Grade D
2224,17,Female,Group A,No Education,Medium,,No,Medium Support,Yes,No,Yes,No,Low,Grade D
2225,15,Female,Group B,Inter Education,Low,,No,Strong Support,No,Yes,No,No,Low,Grade D
2226,16,Male,Group C,High Education,Medium,,No,3,No,Yes,No,No,High,Grade B
2227,17,Female,Group C,Bechelor Degree,Medium,,No,Medium Support,No,No,No,No,Low,Grade D
2228,18,Female,Group A,Bechelor Degree,Medium,,No,3,Yes,Yes,Yes,No,High,Grade A
2229,16,Male,Group B,Master Drgree,Low,,No,Strong Support,No,Yes,No,No,Low,Grade D
2230,17,Male,Group A,Inter Education,Low,No Absence,No,Strong Support,Yes,Yes,No,No,High,Grade B
2231,17,Male,Group A,Inter Education,Low,,No,3,No,No,No,No,Low,Grade D
2232,18,Male,Group C,Inter Education,Low,,No,3,Yes,No,No,No,Low,Grade D
2233,15,Male,Group A,High Education,Medium,,No,No Support,No,No,No,No,Low,Grade D
2234,15,Male,Group A,Inter Education,Low,,No,4,No,Yes,Yes,No,Low,Grade D
2235,16,Male,Group A,Inter Education,Low,,No,Strong Support,Yes,Yes,No,No,Medium,Grade C
2236,18,Female,Group C,No Education,Medium,,Yes,No Support,Yes,No,No,No,High,Grade A
2237,15,Male,Group C,Inter Education,Low,,No,3,No,No,No,No,Medium,Grade C
2238,18,Male,Group B,Bechelor Degree,Low,,No,4,Yes,Yes,No,No,Low,Grade D
2239,15,Male,Group C,Bechelor Degree,Low,,No,3,No,No,No,No,Low,Grade D
2240,17,Female,Group A,No Education,Low,,No,3,Yes,No,Yes,No,Medium,Grade D
2241,15,Female,Group A,No Education,Medium,,Yes,3,No,Yes,No,No,High,Grade B
2242,18,Male,Group A,High Education,Medium,,Yes,4,No,No,Yes,No,Low,Grade D
2243,17,Male,Group A,Bechelor Degree,Medium,Moderate Absence,No,No Support,No,No,No,Yes,Low,Grade D
2244,17,Male,Group A,High Education,Low,,No,3,Yes,Yes,No,No,Low,Grade D
2245,17,Female,Group D,Inter Education,Medium,,No,3,Yes,No,No,No,High,Grade B
2246,18,Female,Group A,High Education,Low,,No,No Support,No,Yes,No,No,Low,Grade D
2247,16,Male,Group A,Inter Education,Low,,No,Strong Support,Yes,No,No,Yes,Low,Grade D
2248,16,Female,Group A,High Education,Low,,No,Strong Support,No,No,No,No,Low,Grade D
2249,16,Male,Group A,Inter Education,Low,,No,3,Yes,No,No,Yes,Low,Grade D
2250,18,Female,Group D,High Education,Low,,No,No Support,No,No,No,No,Low,Grade D
2251,17,Female,Group A,Inter Education,Low,No Absence,Yes,3,No,No,No,No,High,Grade B
2252,16,Male,Group A,High Education,Medium,,No,Medium Support,No,No,No,No,Medium,Grade D
2253,18,Male,Group C,Inter Education,Low,,No,Strong Support,No,No,Yes,No,Low,Grade D
2254,16,Male,Group A,Bechelor Degree,Low,,No,3,No,No,No,Yes,Low,Grade D
2255,15,Male,Group A,High Education,Low,Moderate Absence,No,Strong Support,Yes,No,No,No,Low,Grade D
2256,16,Female,Group A,Bechelor Degree,Medium,,Yes,Strong Support,No,No,No,No,High,Grade B
2257,16,Female,Group B,Inter Education,Low,,No,No Support,Yes,No,No,No,Low,Grade D
2258,17,Female,Group D,High Education,Medium,,Yes,3,Yes,No,No,No,Low,Grade D
2259,18,Male,Group C,Inter Education,Medium,,No,4,No,No,No,No,Medium,Grade D
2260,17,Female,Group A,High Education,Low,,Yes,4,No,No,No,No,Low,Grade D
2261,17,Male,Group C,Inter Education,Low,,Yes,3,Yes,Yes,No,No,High,Grade A
2262,17,Female,Group A,Inter Education,Low,,No,Medium Support,Yes,No,No,No,Medium,Grade D
2263,17,Male,Group A,High Education,Medium,,No,Medium Support,Yes,No,Yes,No,Low,Grade D
2264,17,Male,Group A,Inter Education,Low,,Yes,Medium Support,Yes,Yes,Yes,No,Medium,Grade C
2265,16,Female,Group A,Bechelor Degree,Low,,No,Strong Support,No,No,Yes,No,Medium,Grade D
2266,17,Male,Group B,Bechelor Degree,Low,,No,Medium Support,Yes,No,No,No,Low,Grade D
2267,17,Male,Group B,Inter Education,Medium,,No,Medium Support,No,No,Yes,No,Low,Grade D
2268,18,Female,Group D,Master Drgree,Low,,No,3,No,No,No,No,Low,Grade D
2269,15,Male,Group B,Inter Education,Low,,No,Strong Support,Yes,No,No,Yes,Low,Grade D
2270,16,Male,Group B,High Education,Medium,No Absence,No,3,Yes,No,No,No,High,Grade A
2271,16,Male,Group A,Bechelor Degree,Medium,,No,4,Yes,Yes,No,No,Low,Grade D
2272,16,Female,Group A,Inter Education,Medium,,No,3,No,No,Yes,No,Low,Grade D
2273,17,Female,Group B,Inter Education,Low,,Yes,3,Yes,No,No,No,Medium,Grade C
2274,17,Male,Group A,Inter Education,Medium,,No,3,Yes,No,No,No,Medium,Grade D
2275,17,Female,Group C,Bechelor Degree,Medium,,Yes,Strong Support,Yes,No,No,No,Medium,Grade C
2276,18,Male,Group A,Bechelor Degree,Low,,Yes,No Support,No,No,No,No,Low,Grade D
2277,15,Male,Group A,Inter Education,Medium,,Yes,No Support,Yes,Yes,No,No,Medium,Grade D
2278,17,Male,Group A,High Education,Low,Low Absent,Yes,Medium Support,No,Yes,Yes,No,Medium,Grade C
2279,15,Male,Group A,Inter Education,Medium,,Yes,3,Yes,Yes,No,No,High,Grade A
2280,18,Male,Group A,Inter Education,Low,,Yes,4,Yes,No,No,No,Low,Grade D
2281,16,Female,Group C,High Education,Medium,,No,4,Yes,Yes,No,No,High,Grade B
2282,17,Male,Group A,Inter Education,Low,,No,No Support,No,No,No,Yes,Low,Grade D
2283,15,Female,Group B,Inter Education,Medium,,Yes,4,No,No,No,No,Medium,Grade C
2284,15,Female,Group A,High Education,Low,,No,Strong Support,No,No,No,No,Low,Grade D
2285,17,Male,Group A,High Education,Medium,,Yes,3,No,Yes,No,No,Medium,Grade C
2286,16,Male,Group A,High Education,Medium,,Yes,Medium Support,Yes,No,No,No,High,Grade B
2287,16,Female,Group C,Bechelor Degree,Low,,No,No Support,No,No,No,No,Low,Grade D
2288,16,Female,Group A,High Education,Medium,,Yes,Strong Support,No,Yes,No,Yes,Medium,Grade C
2289,18,Female,Group C,High Education,Medium,,No,3,Yes,No,Yes,Yes,High,Grade B
2290,15,Male,Group A,Inter Education,Low,,No,Medium Support,No,No,Yes,No,High,Grade B
2291,15,Female,Group C,High Education,Low,,No,Medium Support,Yes,No,No,Yes,Low,Grade D
2292,15,Male,Group A,No Education,Medium,Moderate Absence,No,4,No,No,No,No,Low,Grade D
2293,18,Male,Group B,High Education,Low,No Absence,No,4,No,No,No,No,High,Grade A
2294,15,Male,Group B,Inter Education,Low,,No,No Support,Yes,No,No,No,Low,Grade D
2295,18,Female,Group D,Inter Education,Low,Moderate Absence,No,3,No,No,No,No,Low,Grade D
2296,16,Male,Group A,High Education,Low,,Yes,Strong Support,No,Yes,No,No,Medium,Grade D
2297,17,Male,Group A,Inter Education,Low,,No,Strong Support,No,Yes,No,Yes,Medium,Grade D
2298,15,Male,Group A,Master Drgree,Low,,No,Strong Support,No,Yes,No,No,High,Grade B
2299,15,Male,Group C,High Education,Medium,,No,Strong Support,Yes,No,No,No,Low,Grade D
2300,16,Male,Group B,High Education,Medium,,Yes,Strong Support,Yes,No,No,No,Medium,Grade C
2301,17,Female,Group C,High Education,Low,,Yes,Strong Support,No,No,No,No,Medium,Grade C
2302,18,Male,Group A,Inter Education,Medium,,No,Strong Support,Yes,Yes,No,Yes,Low,Grade D
2303,17,Male,Group A,Inter Education,Medium,,No,3,Yes,Yes,Yes,No,Low,Grade D
2304,16,Female,Group A,High Education,Medium,,Yes,3,Yes,Yes,No,No,Low,Grade D
2305,16,Male,Group D,Inter Education,Low,,No,Strong Support,No,No,No,Yes,Low,Grade D
2306,17,Female,Group B,No Education,Low,,No,Medium Support,Yes,No,No,No,Low,Grade D
2307,18,Male,Group D,Inter Education,Medium,Low Absent,No,3,No,Yes,No,No,Medium,Grade C
2308,18,Female,Group A,Inter Education,Medium,,No,3,Yes,No,No,No,Low,Grade D
2309,15,Female,Group B,High Education,Medium,Low Absent,Yes,3,Yes,No,No,No,Medium,Grade C
2310,18,Male,Group B,Inter Education,Medium,,No,Strong Support,No,Yes,No,No,Low,Grade D
2311,17,Male,Group A,High Education,Low,,No,Medium Support,No,No,No,No,Medium,Grade C
2312,16,Male,Group C,Inter Education,Medium,,No,3,No,No,No,No,Medium,Grade D
2313,15,Female,Group D,No Education,Low,,Yes,Strong Support,No,No,Yes,No,Medium,Grade C
2314,15,Female,Group C,Bechelor Degree,Low,,Yes,4,No,No,Yes,No,Medium,Grade D
2315,16,Female,Group C,High Education,Medium,No Absence,Yes,3,Yes,No,No,No,High,Grade B
2316,18,Male,Group A,Bechelor Degree,Low,,No,Medium Support,No,No,No,No,Low,Grade D
2317,16,Female,Group A,High Education,Low,No Absence,No,Strong Support,No,Yes,Yes,Yes,High,Grade B
2318,18,Female,Group D,Inter Education,Medium,Low Absent,Yes,3,No,No,No,No,Medium,Grade C
2319,16,Male,Group A,High Education,Low,,No,Strong Support,No,No,No,No,Medium,Grade D
2320,17,Female,Group C,Bechelor Degree,Medium,,Yes,Strong Support,No,No,No,No,Low,Grade D
2321,18,Female,Group C,High Education,Medium,,No,3,Yes,No,No,No,High,Grade A
2322,17,Male,Group B,High Education,Medium,,No,3,No,No,No,No,Medium,Grade D
2323,15,Female,Group D,Inter Education,Low,,No,Medium Support,Yes,Yes,Yes,Yes,Medium,Grade C
2324,16,Male,Group A,No Education,Low,,Yes,Strong Support,No,No,No,No,Medium,Grade D
2325,15,Male,Group A,High Education,Low,,Yes,4,Yes,No,No,No,Low,Grade D
2326,15,Male,Group A,Bechelor Degree,Low,,No,4,No,Yes,No,No,Low,Grade D
2327,15,Male,Group A,Master Drgree,Low,,No,3,Yes,No,No,No,Medium,Grade D
2328,15,Male,Group A,High Education,Medium,,Yes,4,Yes,No,Yes,No,Low,Grade D
2329,16,Female,Group A,Bechelor Degree,Low,,No,Strong Support,Yes,No,No,No,Low,Grade D
2330,15,Female,Group C,Inter Education,Medium,,Yes,Strong Support,Yes,No,No,No,Low,Grade D
2331,16,Male,Group D,High Education,Low,,No,Strong Support,Yes,No,No,No,Low,Grade D
2332,16,Male,Group A,Inter Education,Medium,,No,Medium Support,Yes,No,No,No,Medium,Grade C
2333,17,Female,Group A,Inter Education,Medium,,No,Strong Support,Yes,No,No,No,Low,Grade D
2334,18,Male,Group D,Master Drgree,Low,,No,Strong Support,Yes,Yes,No,Yes,High,Grade B
2335,18,Male,Group A,High Education,Low,,No,3,Yes,No,No,No,Low,Grade D
2336,16,Male,Group A,Inter Education,Medium,,No,3,No,No,No,Yes,High,Grade B
2337,17,Female,Group A,No Education,Medium,,No,3,No,No,No,No,Medium,Grade C
2338,16,Female,Group B,High Education,Medium,,No,Strong Support,Yes,No,No,No,Low,Grade D
2339,16,Male,Group A,No Education,Low,,No,Medium Support,No,No,No,No,Low,Grade D
2340,16,Male,Group D,Master Drgree,Low,,Yes,Strong Support,Yes,No,No,No,Low,Grade D
2341,17,Female,Group A,Bechelor Degree,Medium,,No,3,No,Yes,Yes,No,Low,Grade D
2342,18,Female,Group B,Inter Education,Medium,,No,Medium Support,No,Yes,Yes,No,Low,Grade D
2343,17,Male,Group A,Inter Education,Low,,No,Strong Support,Yes,No,No,Yes,Low,Grade D
2344,15,Male,Group A,High Education,Medium,,No,Strong Support,No,Yes,No,No,Medium,Grade C
2345,17,Female,Group B,High Education,Low,Moderate Absence,Yes,3,No,No,No,No,Low,Grade D
2346,17,Female,Group C,High Education,Low,No Absence,No,3,No,No,No,No,High,Grade B
2347,17,Female,Group C,High Education,Low,,Yes,3,No,Yes,No,Yes,Low,Grade D
2348,17,Male,Group B,Inter Education,Low,,No,Strong Support,Yes,Yes,No,No,Low,Grade D
2349,18,Female,Group D,Inter Education,Medium,,No,Strong Support,No,No,Yes,Yes,Low,Grade D
2350,15,Male,Group C,No Education,Low,,No,Medium Support,Yes,No,No,No,Low,Grade D
2351,18,Female,Group C,No Education,Low,,Yes,Medium Support,No,No,No,No,Low,Grade D
2352,18,Female,Group A,High Education,Medium,,Yes,Medium Support,Yes,No,No,Yes,Low,Grade D
2353,17,Female,Group A,Inter Education,Medium,,No,Medium Support,No,Yes,No,No,Low,Grade D
2354,16,Female,Group A,Bechelor Degree,Medium,,Yes,Medium Support,No,No,No,Yes,Low,Grade D
2355,16,Male,Group B,Inter Education,Medium,,No,Medium Support,No,No,Yes,No,Low,Grade D
2356,18,Male,Group A,Bechelor Degree,Low,,Yes,Medium Support,No,No,No,No,Low,Grade D
2357,18,Female,Group A,Inter Education,Medium,,No,3,No,No,No,Yes,Low,Grade D
2358,17,Male,Group C,High Education,Medium,,No,4,Yes,Yes,No,No,High,Grade B
2359,18,Female,Group C,High Education,Medium,No Absence,No,3,No,Yes,Yes,No,High,Grade A
2360,17,Female,Group D,Bechelor Degree,Low,,Yes,No Support,No,No,No,No,Low,Grade D
2361,16,Female,Group A,Inter Education,Low,,Yes,Strong Support,No,No,No,No,Medium,Grade C
2362,16,Female,Group B,High Education,Medium,,Yes,3,Yes,No,No,No,High,Grade B
2363,15,Male,Group A,Inter Education,Low,,Yes,Medium Support,No,No,No,No,High,Grade B
2364,16,Female,Group A,Inter Education,Medium,,No,3,No,No,No,No,Low,Grade D
2365,18,Female,Group A,Inter Education,Medium,,Yes,Strong Support,No,No,No,No,Low,Grade D
2366,16,Male,Group A,Bechelor Degree,Medium,,Yes,4,Yes,No,No,No,Low,Grade D
2367,17,Female,Group A,Inter Education,Medium,,No,3,Yes,No,Yes,No,Medium,Grade C
2368,16,Female,Group C,Inter Education,Medium,,No,3,No,Yes,No,No,Low,Grade D
2369,15,Female,Group A,No Education,Low,,No,3,No,No,No,Yes,Low,Grade D
2370,16,Male,Group C,No Education,Medium,Low Absent,Yes,Medium Support,No,Yes,No,Yes,Medium,Grade C
2371,17,Female,Group B,High Education,Medium,,Yes,Medium Support,Yes,No,No,No,Medium,Grade C
2372,17,Male,Group A,No Education,Low,Low Absent,Yes,Strong Support,No,Yes,No,No,Medium,Grade D
2373,18,Female,Group A,Inter Education,Low,,Yes,Medium Support,Yes,No,No,No,Low,Grade D
2374,16,Female,Group A,Inter Education,Low,,Yes,Medium Support,No,Yes,No,No,Medium,Grade D
2375,17,Male,Group B,High Education,Medium,,Yes,Strong Support,No,No,No,No,Low,Grade D
2376,15,Female,Group A,Bechelor Degree,Low,,Yes,3,No,Yes,Yes,No,High,Grade A
2377,18,Female,Group A,High Education,Medium,Moderate Absence,No,No Support,Yes,Yes,No,No,Low,Grade D
2378,15,Male,Group A,High Education,Low,,No,Medium Support,Yes,No,No,No,Medium,Grade C
2379,16,Male,Group B,High Education,Low,,No,Strong Support,Yes,No,No,No,Low,Grade D
2380,16,Male,Group D,High Education,Medium,,Yes,Strong Support,No,Yes,No,Yes,High,Grade B
2381,16,Male,Group A,High Education,Low,,No,Medium Support,No,Yes,No,No,Low,Grade D
2382,18,Male,Group C,Inter Education,Medium,,No,4,No,Yes,No,No,Low,Grade D
2383,17,Female,Group B,Inter Education,Medium,,No,Strong Support,No,Yes,No,No,Low,Grade D
2384,18,Male,Group D,Master Drgree,Medium,,No,Strong Support,No,Yes,Yes,No,Low,Grade D
2385,15,Female,Group C,No Education,Low,,No,No Support,No,No,No,No,Medium,Grade C
2386,18,Female,Group B,High Education,Medium,,No,Strong Support,No,No,Yes,Yes,Medium,Grade C
2387,15,Female,Group B,No Education,Medium,,No,3,No,No,No,No,Medium,Grade D
2388,18,Male,Group C,Inter Education,Medium,Low Absent,No,Medium Support,Yes,No,Yes,No,Medium,Grade C
2389,17,Male,Group A,No Education,Low,,No,Strong Support,No,No,No,No,Low,Grade D
2390,15,Female,Group A,Bechelor Degree,Medium,,No,No Support,Yes,No,No,No,Medium,Grade C
2391,16,Male,Group A,Inter Education,Medium,,No,4,No,No,No,No,Low,Grade D
2392,16,Male,Group C,Inter Education,Medium,,No,No Support,Yes,No,No,No,High,Grade B
2393,18,Male,Group C,Inter Education,Low,,No,3,No,No,No,Yes,Low,Grade D
2394,16,Male,Group A,High Education,Low,,No,Strong Support,No,No,No,No,Medium,Grade C
2395,15,Female,Group B,High Education,Low,,Yes,Strong Support,Yes,No,No,No,Low,Grade D
2396,16,Female,Group A,High Education,Low,,No,3,No,No,No,Yes,Low,Grade D
2397,17,Male,Group A,Inter Education,Low,,No,Medium Support,Yes,Yes,No,No,Medium,Grade C
2398,17,Female,Group D,High Education,Low,,No,Strong Support,Yes,No,No,No,Low,Grade D
2399,18,Male,Group A,High Education,Medium,,No,Strong Support,No,Yes,No,No,Low,Grade D
2400,15,Male,Group A,Master Drgree,Low,,No,No Support,Yes,No,Yes,No,Medium,Grade D
2401,17,Female,Group B,No Education,Medium,,No,3,Yes,No,No,No,Medium,Grade C
2402,17,Female,Group C,Bechelor Degree,Low,,No,No Support,No,No,No,No,Low,Grade D
2403,15,Female,Group A,Inter Education,Low,,No,3,Yes,No,No,No,Low,Grade D
2404,16,Male,Group B,High Education,Low,,No,Strong Support,Yes,No,Yes,No,Medium,Grade D
2405,16,Female,Group B,High Education,Low,,Yes,Medium Support,No,No,Yes,No,Low,Grade D
2406,18,Male,Group A,High Education,Medium,,No,3,No,Yes,No,No,Medium,Grade C
2407,16,Female,Group A,Inter Education,Medium,,Yes,Strong Support,No,Yes,Yes,No,Medium,Grade D
2408,15,Female,Group B,Inter Education,Low,Moderate Absence,No,Strong Support,Yes,Yes,No,No,Low,Grade D
2409,17,Male,Group A,Inter Education,Low,,No,Strong Support,Yes,Yes,No,Yes,Low,Grade D
2410,16,Male,Group D,Bechelor Degree,Low,,No,Medium Support,Yes,No,No,Yes,Low,Grade D
2411,18,Male,Group C,Inter Education,Medium,Moderate Absence,Yes,3,No,No,No,No,Medium,Grade D
2412,16,Male,Group D,High Education,Medium,,No,Strong Support,No,No,No,Yes,Low,Grade D
2413,15,Male,Group A,High Education,Medium,,No,Medium Support,Yes,No,No,Yes,Medium,Grade D
2414,18,Male,Group D,Bechelor Degree,Medium,Low Absent,No,3,No,Yes,No,No,Medium,Grade C
2415,16,Male,Group A,High Education,Medium,,No,No Support,Yes,Yes,No,No,Low,Grade D
2416,18,Male,Group A,No Education,Low,,Yes,Medium Support,Yes,Yes,No,No,High,Grade B
2417,15,Female,Group A,Inter Education,Low,,No,Strong Support,No,Yes,No,No,Medium,Grade C
2418,17,Male,Group A,Inter Education,Medium,,No,3,No,No,No,No,Medium,Grade D
2419,15,Male,Group B,Bechelor Degree,Medium,Moderate Absence,No,4,No,No,No,No,Low,Grade D
2420,15,Female,Group A,Inter Education,Medium,No Absence,No,3,Yes,No,Yes,No,High,Grade A
2421,15,Male,Group A,No Education,Medium,,No,Strong Support,Yes,Yes,No,No,Low,Grade D
2422,15,Female,Group B,Bechelor Degree,Low,,No,3,Yes,Yes,No,No,Medium,Grade C
2423,17,Female,Group A,High Education,Medium,,No,Strong Support,No,No,No,Yes,Low,Grade D
2424,17,Male,Group B,High Education,Medium,Moderate Absence,Yes,Medium Support,No,No,No,No,Low,Grade D
2425,18,Female,Group A,Inter Education,Low,,No,4,Yes,No,Yes,No,Low,Grade D
2426,16,Male,Group C,No Education,Medium,,Yes,Medium Support,No,No,No,No,Low,Grade D
2427,17,Female,Group C,Inter Education,Medium,,No,Strong Support,Yes,Yes,No,No,Medium,Grade C
2428,17,Female,Group A,High Education,Low,,No,3,No,No,No,No,Low,Grade D
2429,16,Female,Group A,Inter Education,Low,,No,3,No,No,Yes,No,Low,Grade D
2430,17,Male,Group A,High Education,Low,,Yes,No Support,No,No,No,No,Medium,Grade C
2431,15,Male,Group C,Inter Education,Medium,,No,No Support,No,Yes,No,Yes,Low,Grade D
2432,15,Female,Group A,Bechelor Degree,Low,,No,Strong Support,Yes,No,No,No,Low,Grade D
2433,16,Female,Group A,High Education,Medium,,No,Strong Support,No,No,No,Yes,Medium,Grade C
2434,18,Male,Group A,High Education,Medium,,Yes,Strong Support,Yes,No,No,No,Low,Grade D
2435,18,Male,Group A,High Education,Low,,No,Strong Support,No,No,No,No,Low,Grade D
2436,16,Female,Group A,High Education,Medium,No Absence,No,4,No,No,No,No,High,Grade A
2437,16,Female,Group C,Inter Education,Medium,,No,Medium Support,No,Yes,Yes,No,Low,Grade D
2438,15,Male,Group A,Inter Education,Low,,Yes,Strong Support,No,Yes,No,No,Low,Grade D
2439,18,Male,Group A,High Education,Low,,Yes,Strong Support,No,No,No,No,Low,Grade D
2440,17,Male,Group C,High Education,Medium,Moderate Absence,No,Medium Support,Yes,No,No,No,Low,Grade D
2441,15,Male,Group C,High Education,Medium,,No,Medium Support,No,Yes,No,No,Low,Grade D
2442,16,Male,Group A,Inter Education,Low,,Yes,4,No,No,No,No,Low,Grade D
2443,18,Female,Group A,High Education,Low,,Yes,3,No,No,No,No,Low,Grade D
2444,17,Male,Group A,Master Drgree,Low,,No,Medium Support,No,No,No,Yes,Low,Grade D
2445,17,Female,Group D,Inter Education,Medium,,Yes,3,No,No,No,No,Medium,Grade C
2446,15,Male,Group A,High Education,Low,,No,Medium Support,Yes,No,No,No,Low,Grade D
2447,18,Female,Group D,Inter Education,Medium,,No,3,No,Yes,Yes,No,Low,Grade D
2448,18,Male,Group B,Bechelor Degree,Medium,,Yes,No Support,No,Yes,No,No,High,Grade B
2449,16,Male,Group B,Inter Education,Low,,No,3,Yes,No,No,No,Low,Grade D
2450,18,Female,Group A,High Education,Medium,,Yes,No Support,No,Yes,No,Yes,Medium,Grade D
2451,18,Female,Group A,High Education,Low,,No,Strong Support,No,No,Yes,No,Low,Grade D
2452,15,Male,Group A,Bechelor Degree,Medium,,No,3,No,No,Yes,No,Low,Grade D
2453,18,Male,Group A,Inter Education,Low,,Yes,Medium Support,No,No,Yes,No,Low,Grade D
2454,17,Male,Group B,Inter Education,Medium,,No,Strong Support,No,No,No,No,Low,Grade D
2455,15,Male,Group D,Bechelor Degree,Medium,,No,No Support,Yes,Yes,No,No,Medium,Grade D
2456,15,Male,Group B,Bechelor Degree,Low,,Yes,3,Yes,Yes,No,Yes,High,Grade B
2457,16,Female,Group C,Bechelor Degree,Low,,No,Strong Support,Yes,Yes,No,No,Low,Grade D
2458,18,Female,Group A,No Education,Low,,No,Strong Support,No,No,No,Yes,Low,Grade D
2459,16,Male,Group A,Inter Education,Low,,Yes,4,Yes,No,No,No,Low,Grade D
2460,17,Female,Group A,Inter Education,Medium,,No,Strong Support,No,No,No,No,Low,Grade D
2461,15,Female,Group B,Inter Education,Medium,,Yes,No Support,No,Yes,Yes,No,Low,Grade D
2462,15,Female,Group D,Inter Education,Low,,Yes,3,No,No,No,No,Medium,Grade C
2463,15,Male,Group B,High Education,Medium,,No,3,No,No,Yes,No,Low,Grade D
2464,17,Female,Group A,Inter Education,Medium,,No,4,Yes,No,No,Yes,Low,Grade D
2465,17,Male,Group A,Inter Education,Medium,,Yes,Medium Support,Yes,No,No,No,Medium,Grade C
2466,16,Female,Group B,No Education,Low,,No,Strong Support,Yes,Yes,No,No,Low,Grade D
2467,16,Male,Group A,Inter Education,Low,,No,3,Yes,Yes,No,No,Low,Grade D
2468,16,Female,Group C,High Education,Low,,No,3,Yes,Yes,No,Yes,Low,Grade D
2469,18,Male,Group C,High Education,Medium,,No,3,No,Yes,No,Yes,High,Grade B
2470,15,Male,Group B,No Education,Low,,No,Medium Support,No,No,No,No,Low,Grade D
2471,15,Female,Group A,Inter Education,Low,,Yes,Medium Support,Yes,No,Yes,No,High,Grade B
2472,16,Male,Group A,Inter Education,Low,,Yes,Medium Support,No,No,No,No,Low,Grade D
2473,15,Male,Group A,Inter Education,Medium,,No,4,Yes,Yes,No,No,Medium,Grade D
2474,16,Male,Group A,Inter Education,Low,,No,Medium Support,No,No,No,No,Low,Grade D
2475,18,Male,Group A,Bechelor Degree,Low,,No,Strong Support,No,No,Yes,No,Low,Grade D
2476,18,Male,Group B,High Education,Low,,No,Strong Support,No,No,No,Yes,Medium,Grade D
2477,17,Male,Group B,High Education,Low,,Yes,Strong Support,Yes,No,Yes,No,Medium,Grade D
2478,18,Male,Group A,Bechelor Degree,Medium,,Yes,Strong Support,No,No,No,No,High,Grade B
2479,16,Male,Group A,High Education,Low,,Yes,3,Yes,No,No,No,Medium,Grade D
2480,18,Female,Group A,Master Drgree,Low,,No,Strong Support,No,Yes,No,No,Medium,Grade C
2481,17,Female,Group A,Bechelor Degree,Medium,No Absence,No,Medium Support,Yes,No,No,Yes,High,Grade B
2482,15,Male,Group C,Inter Education,Low,,No,Strong Support,No,No,No,No,Low,Grade D
2483,16,Male,Group A,Master Drgree,Low,,No,3,No,Yes,No,No,Low,Grade D
